Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-12-12,Leave No Trace,2018,https://boxd.it/2lU2BF,3.5,,,2021-12-11
2021-12-13,Hot Fuzz,2007,https://boxd.it/2m5mqJ,3.5,Yes,,2021-12-12
2021-12-18,Before Sunset,2004,https://boxd.it/2mQMxb,2,,,2021-12-17
2021-12-19,Tattoo,2013,https://boxd.it/2n3YU3,3,,,2021-12-18
2021-12-23,Searching,2018,https://boxd.it/2nR1IR,4,Yes,,2021-12-22
2021-12-29,Lulli,2021,https://boxd.it/2pjxP1,1.5,,,2021-12-28
2022-01-01,Ângelo Anda Sumido,1997,https://boxd.it/2q0loj,4,,,2021-12-31
2022-01-02,Ghost Ship,2002,https://boxd.it/2qsvCV,3,,,2022-01-01
2022-01-09,CODA,2021,https://boxd.it/2sfH2x,5,,,2022-01-08
2022-01-10,Encanto,2021,https://boxd.it/2sDiEz,4,,,2022-01-09
2022-01-17,The Voyeurs,2021,https://boxd.it/2uqe4T,2,,,2022-01-16
2022-01-18,The Lost Daughter,2021,https://boxd.it/2uGJS3,1,,,2022-01-17
2022-01-20,Wild,2014,https://boxd.it/2v5QQj,4.5,,,2022-01-19
2022-01-21,Almost Famous,2000,https://boxd.it/2vh505,4,,,2022-01-20
2022-01-22,The Worst Person in the World,2021,https://boxd.it/2vt0W3,4,,,2022-01-21
2022-01-24,Flightplan,2005,https://boxd.it/2vYvoj,4,,,2022-01-23
2022-01-25,V/H/S,2012,https://boxd.it/2wa7lT,2.5,,,2022-01-24
2022-01-26,The Voyeurs,2021,https://boxd.it/2wm3pL,2,Yes,,2022-01-25
2022-01-29,Nightmare Alley,2021,https://boxd.it/2wUGXl,4,,cinema_2022,2022-01-28
2022-01-30,The Art of Self-Defense,2019,https://boxd.it/2x65sp,3,,,2022-01-29
2022-02-06,Big Fish,2003,https://boxd.it/2ymcIZ,4,,,2022-02-05
2022-02-12,The Tinder Swindler,2022,https://boxd.it/2zwt3N,3,,,2022-02-11
2022-02-17,Dating & New York,2021,https://boxd.it/2Aqs5v,3,,,2022-02-16
2022-02-18,Licorice Pizza,2021,https://boxd.it/2ABfoh,3,,cinema_2022,2022-02-17
2022-02-19,The Fallout,2021,https://boxd.it/2ANnEr,5,,,2022-02-18
2022-02-21,C'mon C'mon,2021,https://boxd.it/2BcxPJ,5,,cinema_2022,2022-02-20
2022-02-26,I Want You Back,2022,https://boxd.it/2C2hPn,3,,,2022-02-25
2022-02-27,The Godfather,1972,https://boxd.it/2ChngD,5,Yes,cinema_2022,2022-02-26
2022-02-28,Moneyball,2011,https://boxd.it/2CqD6d,3.5,,,2022-02-27
2022-03-07,CODA,2021,https://boxd.it/2DLwrp,5,Yes,,2022-03-06
2022-03-12,Fresh,2022,https://boxd.it/2ECl6L,4,,,2022-03-11
2022-03-14,Pink Floyd: The Wall,1982,https://boxd.it/2F37jb,,,cinema_2022,2022-03-13
2022-03-16,Turning Red,2022,https://boxd.it/2FsjNx,4,,,2022-03-15
2022-03-20,Jeepers Creepers,2001,https://boxd.it/2G4loZ,2,,,2022-03-19
2022-03-20,Drive My Car,2021,https://boxd.it/2GbYgf,2,,cinema_2022,2022-03-20
2022-04-03,District 9,2009,https://boxd.it/2IJ39x,3.5,,,2022-04-02
2022-04-09,Stand by Me,1986,https://boxd.it/2JJiYz,4,,,2022-04-08
2022-04-20,X,2022,https://boxd.it/2LPeex,3,,,2022-04-19
2022-04-22,Escape from New York,1981,https://boxd.it/2M9637,3,,,2022-04-21
2022-04-23,Big Time Adolescence,2019,https://boxd.it/2MjGTj,3,,,2022-04-22
2022-04-25,Pleasure,2021,https://boxd.it/2MHqVL,3,,,2022-04-24
2022-05-23,Everything Everywhere All at Once,2022,https://boxd.it/2RFV29,5,,,2022-05-22
2022-06-04,Isle of Flowers,1989,https://boxd.it/2TKqwP,,,,2022-06-03
2022-06-11,Hatching,2022,https://boxd.it/2UYIgn,4,,,2022-06-10
2022-06-13,The Humans,2021,https://boxd.it/2Vph4N,3,,,2022-06-12
2022-06-18,Hustle,2022,https://boxd.it/2WeHgH,5,,,2022-06-17
2022-06-22,Sam Was Here,2016,https://boxd.it/2X3Qal,2.5,,,2022-06-21
2022-06-24,Cha Cha Real Smooth,2022,https://boxd.it/2Xq2sl,5,,,2022-06-23
2022-06-26,Executive Order,2020,https://boxd.it/2XJV1H,2,,cinema_2022,2022-06-25
2022-06-27,Crimes of the Future,2022,https://boxd.it/2Y1Mlz,4,,,2022-06-26
2022-07-10,Men,2022,https://boxd.it/30rlcl,3,,,2022-07-09
2022-07-11,Watcher,2022,https://boxd.it/30GwWp,4,,,2022-07-10
2022-07-18,Elvis,2022,https://boxd.it/323HF5,3.5,,cinema_2022,2022-07-17
2022-07-19,The Little Things,2021,https://boxd.it/32i1FR,2.5,,,2022-07-18
2022-07-20,The Black Phone,2021,https://boxd.it/32tW5t,0.5,,,2022-07-19
2022-07-21,The Bob's Burgers Movie,2022,https://boxd.it/32ExgX,3,,,2022-07-20
2022-07-22,Her,2013,https://boxd.it/32QwGT,4,,,2022-07-21
2022-07-30,I See You,2019,https://boxd.it/34O9gH,4,,,2022-07-29
2022-08-01,No Country for Old Men,2007,https://boxd.it/35hzn3,3.5,,,2022-07-31
2022-08-08,Not Okay,2022,https://boxd.it/36NfTr,3,,,2022-08-07
2022-08-13,Don't Make Me Go,2022,https://boxd.it/37Oae5,4,,,2022-08-12
2022-08-14,Arrival,2016,https://boxd.it/381Ant,5,,,2022-08-13
2022-08-20,Drag Me to Hell,2009,https://boxd.it/39etD5,4,,,2022-08-19
2022-08-21,Whiplash,2014,https://boxd.it/39qJWL,4.5,Yes,,2022-08-20
2022-08-26,Nope,2022,https://boxd.it/3aoxQV,3,,cinema_2022,2022-08-25
2022-08-27,Orphan: First Kill,2022,https://boxd.it/3axZfr,4,,,2022-08-26
2022-08-29,In Fabric,2018,https://boxd.it/3aZShr,2,,,2022-08-28
2022-08-31,The Nest,2020,https://boxd.it/3bneDP,3.5,,,2022-08-30
2022-09-04,Untold: The Girlfriend Who Didn't Exist,2022,https://boxd.it/3c3tIz,4,,,2022-09-03
2022-09-05,Schindler's List,1993,https://boxd.it/3chtTl,4,,,2022-09-04
2022-09-06,Untold: Caitlyn Jenner,2021,https://boxd.it/3cvLeX,3,,,2022-09-05
2022-09-10,Nothing to Hide,2018,https://boxd.it/3daV4Z,3.5,,,2022-09-09
2022-09-12,Vengeance,2022,https://boxd.it/3dChlH,4,,,2022-09-11
2022-09-23,Don't Worry Darling,2022,https://boxd.it/3fCIZ3,3.5,,cinema_2022,2022-09-22
2022-09-30,Smile,2022,https://boxd.it/3gXvHV,4,,cinema_2022,2022-09-29
2022-09-30,Untold: Deal with the Devil,2021,https://boxd.it/3h3m4x,,,,2022-09-29
2022-10-01,Mars One,2022,https://boxd.it/3hau37,5,,cinema_2022,2022-09-30
2022-10-09,Bodies Bodies Bodies,2022,https://boxd.it/3iWavZ,4,,cinema_2022,2022-10-08
2022-10-12,DAHMER - Monster: The Jeffrey Dahmer Story,2022,https://boxd.it/3jBSb7,3.5,,,2022-10-11
2022-10-15,Glorious,2022,https://boxd.it/3kbyvt,0.5,,,2022-10-14
2022-10-22,Evita,1996,https://boxd.it/3lDfZf,1.5,,,2022-10-21
2022-10-23,Matriarch,2022,https://boxd.it/3lT4WV,3,,,2022-10-22
2022-10-25,Spoiled Brats,2021,https://boxd.it/3mj9Zx,3,,,2022-10-24
2022-10-26,Barbarian,2022,https://boxd.it/3myIoB,5,,,2022-10-25
2022-10-29,Petite Maman,2021,https://boxd.it/3n8Gkf,4,,,2022-10-28
2022-10-29,Short Circuit: Reflect,2022,https://boxd.it/3n8Me3,3,,,2022-10-28
2022-11-07,Pearl,2022,https://boxd.it/3pfj2p,3.5,,,2022-11-06
2022-11-12,The Skeleton Key,2005,https://boxd.it/3qakD1,3,,,2022-11-11
2022-11-14,The Secret in Their Eyes,2009,https://boxd.it/3qHAy3,4,,,2022-11-13
2022-11-15,7 Boxes,2012,https://boxd.it/3qUvPf,3.5,,,2022-11-14
2022-11-16,The Strange Thing About the Johnsons,2011,https://boxd.it/3r5OO3,2,,,2022-11-15
2022-11-21,Fire of Love,2022,https://boxd.it/3s5UmN,4,,,2022-11-20
2022-12-02,The Menu,2022,https://boxd.it/3ulTVn,4,,cinema_2022,2022-12-01
2022-12-05,Before Sunrise,1995,https://boxd.it/3uVtJH,4,Yes,cinema_2022,2022-12-04
2022-12-19,Bones and All,2022,https://boxd.it/3y00MJ,4,,,2022-12-18
2022-12-19,Aftersun,2022,https://boxd.it/3y8q3r,3.5,,,2022-12-18
2022-12-21,Black Mirror: White Christmas,2014,https://boxd.it/3yFcHt,,Yes,,2022-12-20
2022-12-24,Nanny,2022,https://boxd.it/3zuPsT,2,,,2022-12-23
2022-12-25,My Life as a Zucchini,2016,https://boxd.it/3zKxVl,4.5,,,2022-12-24
2022-12-26,Wonder,2017,https://boxd.it/3A4cJD,3.5,,,2022-12-25
2022-12-26,Scream,2022,https://boxd.it/3AcvVf,2,,,2022-12-25
2022-12-27,All Too Well: The Short Film,2021,https://boxd.it/3AqUf7,5,,,2022-12-26
2023-01-08,Nine Days,2020,https://boxd.it/3FfjPv,4,,,2023-01-07
2023-01-12,Avatar: The Way of Water,2022,https://boxd.it/3GUoVf,3,,cinema_2023,2023-01-12
2023-01-16,Close,2022,https://boxd.it/3Igmhb,3.5,,,2023-01-15
2023-01-22,The Hunger Games,2012,https://boxd.it/3JYgEv,,Yes,,2023-01-21
2023-01-22,Lady Bird,2017,https://boxd.it/3K6Der,5,Yes,,2023-01-21
2023-01-24,M3GAN,2022,https://boxd.it/3KNbwD,3.5,,cinema_2023,2023-01-23
2023-01-25,The Menu,2022,https://boxd.it/3L6kWX,4,Yes,,2023-01-24
2023-01-26,EO,2022,https://boxd.it/3LnGXx,2.5,,,2023-01-25
2023-01-27,Crash,2004,https://boxd.it/3LFXVz,4.5,,,2023-01-26
2023-02-10,Argentina 1985,2022,https://boxd.it/3PUKJh,4.5,,,2023-02-09
2023-02-11,Wild Tales,2014,https://boxd.it/3Q9a77,4,,,2023-02-10
2023-02-12,The Banshees of Inisherin,2022,https://boxd.it/3QoHI1,3,,cinema_2023,2023-02-11
2023-02-18,The Hunger Games: Catching Fire,2013,https://boxd.it/3RWlCH,,Yes,,2023-02-17
2023-02-18,The Whale,2022,https://boxd.it/3S48Cl,4,,cinema_2023,2023-02-17
2023-02-20,Knock at the Cabin,2023,https://boxd.it/3SCH6n,2,,cinema_2023,2023-02-19
2023-02-27,Final Destination,2000,https://boxd.it/3UMw57,3,,,2023-02-26
2023-03-04,Missing,2023,https://boxd.it/3W0Hwl,5,,cinema_2023,2023-03-03
2023-03-05,Somebody I Used to Know,2023,https://boxd.it/3WiQ2v,2,,,2023-03-04
2023-03-20,Emergency,2022,https://boxd.it/40uRWz,3.5,,,2023-03-19
2023-03-28,Infinity Pool,2023,https://boxd.it/42Di0r,4,,,2023-03-27
2023-04-02,Happening,2021,https://boxd.it/43Ud4V,5,,,2023-04-01
2023-04-03,Triangle of Sadness,2022,https://boxd.it/44fCUp,4.5,,,2023-04-02
2023-04-08,Force Majeure,2014,https://boxd.it/45sYC3,2,,,2023-04-07
2023-04-08,Air,2023,https://boxd.it/45zOkd,4,,cinema_2023,2023-04-07
2023-04-09,Rye Lane,2023,https://boxd.it/45VilH,3,,,2023-04-08
2023-04-14,Punch-Drunk Love,2002,https://boxd.it/47kytr,2.5,,,2023-04-13
2023-04-15,Three Thousand Years of Longing,2022,https://boxd.it/47z1Th,2,,,2023-04-14
2023-04-17,Raquel 1:1,2022,https://boxd.it/4825G5,3.5,,,2023-04-16
2023-04-18,Magnolia,1999,https://boxd.it/48sbbz,5,,,2023-04-17
2023-04-22,Beau Is Afraid,2023,https://boxd.it/49nWgb,4,,cinema_2023,2023-04-21
2023-04-23,Beau Is Afraid,2023,https://boxd.it/49J2vj,4,Yes,cinema_2023,2023-04-22
2023-04-28,"Synecdoche, New York",2008,https://boxd.it/4b00Zp,4,,,2023-04-27
2023-04-29,Evil Dead Rise,2023,https://boxd.it/4bfl8L,4,,cinema_2023,2023-04-28
2023-05-08,Miss Americana,2020,https://boxd.it/4dMYQL,5,,,2023-05-07
2023-05-11,1408,2007,https://boxd.it/4exHVt,3.5,,,2023-05-10
2023-05-20,The Fly,1986,https://boxd.it/4gCqpj,3.5,,,2023-05-19
2023-05-21,Beyond the Infinite Two Minutes,2020,https://boxd.it/4gNPiJ,3,,,2023-05-20
2023-05-30,[REC],2007,https://boxd.it/4j908b,3.5,,,2023-05-29
2023-06-01,Zodiac,2007,https://boxd.it/4jE6nD,4,Yes,,2023-05-31
2023-06-04,The Boogeyman,2023,https://boxd.it/4koqvf,2.5,,cinema_2023,2023-06-03
2023-06-12,30 Days of Night,2007,https://boxd.it/4mHBHd,3.5,,,2023-06-11
2023-06-19,Black Mirror: Joan Is Awful,2023,https://boxd.it/4oCs0d,2,,,2023-06-18
2023-06-24,Tinnitus,2022,https://boxd.it/4pYmL1,3,,cinema_2023,2023-06-23
2023-06-25,Black Mirror: Beyond the Sea,2023,https://boxd.it/4qfwWx,4,,,2023-06-24
2023-06-25,Black Mirror: Demon 79,2023,https://boxd.it/4qh1sF,2,,,2023-06-24
2023-06-26,Kill Bill: Vol. 1,2003,https://boxd.it/4quO9D,5,Yes,cinema_2023,2023-06-25
2023-06-29,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4rrzRN,4,,cinema_2023,2023-06-28
2023-07-03,Kajillionaire,2020,https://boxd.it/4syI4t,2,,,2023-07-02
2023-07-09,Elemental,2023,https://boxd.it/4uohKl,4,,cinema_2023,2023-07-08
2023-07-13,Broker,2022,https://boxd.it/4vCpBN,3,,cinema_2023,2023-07-12
2023-07-17,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/4wT8ol,5,,,2023-07-16
2023-07-19,Battle of the Sexes,2017,https://boxd.it/4xp8jJ,3.5,,,2023-07-18
2023-07-20,The Night of the 12th,2022,https://boxd.it/4xJ5sN,3.5,,cinema_2023,2023-07-19
2023-07-21,Barbie,2023,https://boxd.it/4yaOgV,5,,cinema_2023,2023-07-20
2023-07-23,Oppenheimer,2023,https://boxd.it/4z0pep,3.5,,cinema_2023,2023-07-22
2023-07-24,Kill Bill: Vol. 2,2004,https://boxd.it/4zyhiV,4,Yes,,2023-07-23
2023-07-25,Barbie,2023,https://boxd.it/4zVNQB,5,Yes,cinema_2023,2023-07-24
2023-07-28,When Harry Met Sally...,1989,https://boxd.it/4B5M09,3.5,,,2023-07-27
2023-07-30,Frances Ha,2012,https://boxd.it/4BUEt5,2,,,2023-07-29
2023-08-14,Mulholland Drive,2001,https://boxd.it/4H79Hh,3,,,2023-08-13
2023-08-18,Chungking Express,1994,https://boxd.it/4IkNsr,3.5,,,2023-08-17
2023-08-19,Talk to Me,2022,https://boxd.it/4IC9xH,3.5,,cinema_2023,2023-08-18
2023-08-21,The Exorcist,1973,https://boxd.it/4Jf5KF,3,,,2023-08-20
2023-08-21,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/4JkiiJ,4,,,2023-08-20
2023-08-27,Past Lives,2023,https://boxd.it/4L5wDf,5,,,2023-08-26
2023-09-04,Choose Love,2023,https://boxd.it/4Nxsax,1.5,,,2023-09-03
2023-09-08,Asteroid City,2023,https://boxd.it/4OzZxR,3,,cinema_2023,2023-09-07
2023-09-17,Oldboy,2003,https://boxd.it/4RfHG9,3,,cinema_2023,2023-09-16
2023-09-18,Donald in Mathmagic Land,1959,https://boxd.it/4RnW4Z,3,Yes,,2023-09-17
2023-09-27,No Hard Feelings,2023,https://boxd.it/4TVWy7,1.5,,,2023-09-26
2023-09-27,A Mouthful of Air,2021,https://boxd.it/4U3r1n,3,,,2023-09-26
2023-09-28,Our Dream,2023,https://boxd.it/4UgsmR,5,,cinema_2023,2023-09-27
2023-09-30,Bottoms,2023,https://boxd.it/4UTahx,3.5,,,2023-09-29
2023-10-02,No One Will Save You,2023,https://boxd.it/4VFwNL,4,,,2023-10-01
2023-10-13,The Prestige,2006,https://boxd.it/4ZgTmp,4,,,2023-10-12
2023-10-14,The Hand That Rocks the Cradle,1992,https://boxd.it/4ZBdJN,1.5,,,2023-10-13
2023-10-16,Hellraiser,1987,https://boxd.it/50bANb,4,,,2023-10-15
2023-10-21,Totally Killer,2023,https://boxd.it/51EIh5,2,,,2023-10-20
2023-10-21,Juno,2007,https://boxd.it/51HcJn,3.5,,,2023-10-20
2023-10-29,The Girl Who Killed Her Parents: The Confession,2023,https://boxd.it/54uSSH,2.5,,,2023-10-28
2023-10-30,The Girl Who Killed Her Parents: The Confession,2023,https://boxd.it/54X1eR,2.5,Yes,,2023-10-29
2023-11-03,Saw II,2005,https://boxd.it/56jSpV,,Yes,,2023-11-02
2023-11-04,Fall,2022,https://boxd.it/56DZSF,1.5,,,2023-11-03
2023-11-08,Sissy,2022,https://boxd.it/57WchH,0.5,,,2023-11-07
2023-11-12,When Evil Lurks,2023,https://boxd.it/599D2J,4,,,2023-11-11
2023-11-16,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5asZW7,5,,cinema_2023,2023-11-15
2023-11-18,Snatch,2000,https://boxd.it/5b2kYD,4,,,2023-11-17
2023-11-20,Sick of Myself,2022,https://boxd.it/5bND65,4,,,2023-11-19
2023-11-21,Kimi,2022,https://boxd.it/5c5YWx,2,,,2023-11-20
2023-11-21,Scream VI,2023,https://boxd.it/5c5Zaz,4,,,2023-11-20
2023-12-10,Wonka,2023,https://boxd.it/5isS6Z,4,,cinema_2023,2023-12-09
2023-12-11,Cape Fear,1991,https://boxd.it/5iYUfX,3.5,,,2023-12-10
2023-12-17,The Secret Life of Walter Mitty,2013,https://boxd.it/5kRTXN,4,,,2023-12-16
2023-12-17,Taylor Swift: The Eras Tour,2023,https://boxd.it/5l4pNJ,,,,2023-12-17
2023-12-24,Saltburn,2023,https://boxd.it/5nPmar,3.5,,,2023-12-23
2023-12-26,Glass Onion,2022,https://boxd.it/5oxZhp,2.5,,,2023-12-25
2023-12-30,Interstellar,2014,https://boxd.it/5rb7QX,5,,,2023-12-29
2024-01-02,Monster,2023,https://boxd.it/5sUqmV,4,,cinema_2024,2024-01-01
2024-01-05,Bingo: The King of the Mornings,2017,https://boxd.it/5uLBCF,4,,,2024-01-04
2024-01-06,Quiz Lady,2023,https://boxd.it/5vbfV3,3,,,2024-01-05
2024-01-06,In Time,2011,https://boxd.it/5vimbv,3,,,2024-01-05
2024-01-07,Portrait of a Lady on Fire,2019,https://boxd.it/5wjMst,5,,,2024-01-06
2024-01-10,The Mist,2007,https://boxd.it/5yeEMD,2.5,,,2024-01-09
2024-01-12,The Holdovers,2023,https://boxd.it/5z7kjL,3.5,,cinema_2024,2024-01-11
2024-01-21,High School Musical,2006,https://boxd.it/5E25H9,5,Yes,,2024-01-20
2024-01-22,May December,2023,https://boxd.it/5EvJ8h,4,,cinema_2024,2024-01-21
2024-01-22,Whiplash,2014,https://boxd.it/5ECVcp,5,Yes,,2024-01-21
2024-01-25,12 Angry Men,1957,https://boxd.it/5G5dQH,5,,,2024-01-24
2024-01-26,Anatomy of a Fall,2023,https://boxd.it/5GvANN,3.5,,cinema_2024,2024-01-25
2024-01-28,Anyone But You,2023,https://boxd.it/5HnTjv,2,,cinema_2024,2024-01-27
2024-01-29,Dream Scenario,2023,https://boxd.it/5I7oWt,3.5,,,2024-01-28
2024-02-04,Poor Things,2023,https://boxd.it/5KO9lr,5,,cinema_2024,2024-02-03
2024-02-11,The Hijacking of Flight 375,2023,https://boxd.it/5NYXmr,4,,,2024-02-10
2024-02-12,The Favourite,2018,https://boxd.it/5OiHvR,4,,,2024-02-11
2024-02-12,The Boy and the Heron,2023,https://boxd.it/5OyXzR,3.5,,cinema_2024,2024-02-11
2024-02-13,17 Again,2009,https://boxd.it/5OYaRf,2.5,,,2024-02-12
2024-02-14,Easy A,2010,https://boxd.it/5PlspT,4,Yes,,2024-02-13
2024-02-18,The Zone of Interest,2023,https://boxd.it/5RaIOh,2.5,,cinema_2024,2024-02-17
2024-02-19,The 40 Year Old Virgin,2005,https://boxd.it/5RGEgz,2.5,,,2024-02-18
2024-02-24,Past Lives,2023,https://boxd.it/5TX1Bb,5,Yes,cinema_2024,2024-02-23
2024-02-26,The Holdovers,2023,https://boxd.it/5V0lVb,3.5,Yes,,2024-02-25
2024-03-04,American Fiction,2023,https://boxd.it/5Y1gdx,4.5,,,2024-03-03
2024-03-10,Dune: Part Two,2024,https://boxd.it/611qpb,4,,cinema_2024,2024-03-09
2024-03-11,The Iron Claw,2023,https://boxd.it/61uZxH,5,,cinema_2024,2024-03-10
2024-03-25,The Hijacking of Flight 375,2023,https://boxd.it/682Suj,4,Yes,,2024-03-24
2024-03-27,The Butterfly Effect,2004,https://boxd.it/68XOKh,3.5,Yes,,2024-03-26
2024-03-30,Captains of the Sands,2011,https://boxd.it/6afN6l,4,,,2024-03-29
2024-03-31,All of Us Strangers,2023,https://boxd.it/6aDz1p,3,,cinema_2024,2024-03-30
2024-03-31,Theater Camp,2023,https://boxd.it/6aLNcd,4,,,2024-03-30
2024-04-07,A Happy Family,2023,https://boxd.it/6e3E1j,3.5,,cinema_2024,2024-04-06
2024-04-08,High School Musical 2,2007,https://boxd.it/6emhOv,5,Yes,,2024-04-07
2024-04-14,The Man Who Copied,2003,https://boxd.it/6gUlOP,5,Yes,,2024-04-13
2024-04-15,Saw X,2023,https://boxd.it/6hi6Zr,4,,,2024-04-14
2024-04-16,The Hole,2009,https://boxd.it/6hOzBx,3,,,2024-04-15
2024-04-20,Civil War,2024,https://boxd.it/6jbXpb,4.5,,cinema_2024,2024-04-19
2024-04-21,Late Night with the Devil,2023,https://boxd.it/6jC4kJ,4,,,2024-04-20
2024-04-22,2001: A Space Odyssey,1968,https://boxd.it/6k451J,4,,,2024-04-21
2024-04-27,Elite Squad,2007,https://boxd.it/6lXiAV,4,,,2024-04-26
2024-04-28,Misery,1990,https://boxd.it/6moErF,3.5,,,2024-04-27
2024-05-02,Challengers,2024,https://boxd.it/6obsjL,5,,cinema_2024,2024-05-01
2024-05-06,Cars,2006,https://boxd.it/6q3Uyr,5,Yes,,2024-05-05
2024-05-13,A Bug's Life,1998,https://boxd.it/6sL15l,5,,,2024-05-12
2024-05-16,The Thing,1982,https://boxd.it/6tXHhL,5,Yes,cinema_2024,2024-05-15
2024-05-19,Nine Queens,2000,https://boxd.it/6v3HO7,4,,,2024-05-18
2024-05-23,The Idea of You,2024,https://boxd.it/6wHZ4Z,3.5,,,2024-05-22
2024-05-24,The Greatest Hits,2024,https://boxd.it/6x7aVZ,4,,,2024-05-23
2024-05-31,Immaculate,2024,https://boxd.it/6zWGdP,3,,cinema_2024,2024-05-30
2024-06-01,Ratatouille,2007,https://boxd.it/6AlNMR,,,,2024-05-31
2024-06-02,About Fate,2022,https://boxd.it/6ARNgZ,2.5,,,2024-06-01
2024-06-03,Inside Out,2015,https://boxd.it/6BcCWH,5,Yes,,2024-06-02
2024-06-25,Inside Out 2,2024,https://boxd.it/6K8ujZ,4,,cinema_2024,2024-06-24
2024-06-28,A Quiet Place: Day One,2024,https://boxd.it/6LcroT,3.5,,cinema_2024,2024-06-27
2024-07-01,I Saw the TV Glow,2024,https://boxd.it/6MpyvH,4,,,2024-06-30
2024-07-09,MaXXXine,2024,https://boxd.it/6PXNaf,4,,cinema_2024,2024-07-08
2024-07-28,Mad Max: Fury Road,2015,https://boxd.it/6YwYan,3,,,2024-07-27
2024-07-29,The First Omen,2024,https://boxd.it/6Z2kwx,4,,,2024-07-28
2024-08-01,Zootopia,2016,https://boxd.it/709sQt,3.5,,,2024-07-31
2024-08-21,It Ends with Us,2024,https://boxd.it/79hU2X,2,,cinema_2024,2024-08-20
2024-08-24,Reality,2023,https://boxd.it/7au3xX,3,,,2024-08-23
2024-08-25,Ninjababy,2021,https://boxd.it/7aZzZL,3.5,,,2024-08-24
2024-08-26,Nimic,2019,https://boxd.it/7bgl25,3.5,,,2024-08-25
2024-08-26,Blink Twice,2024,https://boxd.it/7boVoH,3.5,,cinema_2024,2024-08-25
2024-09-01,Trap,2024,https://boxd.it/7easMT,3,,cinema_2024,2024-08-31
2024-09-02,Amour,2012,https://boxd.it/7ePBZz,4.5,,,2024-09-01
2024-09-08,Longlegs,2024,https://boxd.it/7hqe8p,2,,cinema_2024,2024-09-07
2024-09-18,Apocalypse Now,1979,https://boxd.it/7m0uTJ,2,,,2024-09-17
2024-09-25,Chamada a Cobrar,2012,https://boxd.it/7p1rnz,2,,,2024-09-24
2024-09-26,Reality+,2014,https://boxd.it/7po9kD,3,,,2024-09-25
2024-09-27,The Substance,2024,https://boxd.it/7pP4A1,5,,cinema_2024,2024-09-26
2024-10-03,Milk & Serial,2024,https://boxd.it/7spTRR,3.5,,,2024-10-02
2024-10-06,Lamb,2021,https://boxd.it/7tZE4h,2,,,2024-10-05
2024-10-07,Milk & Serial,2024,https://boxd.it/7uh9JJ,3.5,Yes,,2024-10-06
2024-10-07,The Chair,2022,https://boxd.it/7uhJ01,2.5,,,2024-10-06
2024-10-20,The Wild Robot,2024,https://boxd.it/7AQkJp,5,,cinema_2024,2024-10-19
2024-10-21,Identity,2003,https://boxd.it/7BfFnf,3.5,,,2024-10-20
2024-10-23,Smile 2,2024,https://boxd.it/7CAZHF,4.5,,cinema_2024,2024-10-22
2024-10-29,Sidewalls,2011,https://boxd.it/7FIroR,4.5,,,2024-10-28
2024-11-04,Day of the Dead,1985,https://boxd.it/7IZXl7,3.5,,,2024-11-03
2024-11-11,I'm Still Here,2024,https://boxd.it/7Mtuib,5,,cinema_2024,2024-11-10
2024-11-16,Midsommar,2019,https://boxd.it/7ODICn,3,,,2024-11-15
2024-11-17,Me Before You,2016,https://boxd.it/7Ph5zJ,1,,,2024-11-16
2024-12-03,Wicked,2024,https://boxd.it/7XwOUp,4,,cinema_2024,2024-12-02
2024-12-22,A Nonsense Christmas with Sabrina Carpenter,2024,https://boxd.it/870e2d,4,,,2024-12-21
2024-12-22,Olivia Rodrigo: GUTS World Tour,2024,https://boxd.it/872Bwp,5,,,2024-12-21
2024-12-23,Split,2016,https://boxd.it/87IkbN,3.5,Yes,,2024-12-22
2024-12-23,Central Station,1998,https://boxd.it/880f3l,5,,,2024-12-22
2024-12-24,Juror #2,2024,https://boxd.it/88Jy5P,4.5,,,2024-12-23
2024-12-25,Playing,2007,https://boxd.it/89hF9H,4,,,2024-12-24
2024-12-25,Mean Girls,2024,https://boxd.it/89pmST,3,,,2024-12-24
2024-12-25,The Wizard of Oz,1939,https://boxd.it/89vz8L,3,,,2024-12-24
2025-01-03,Emilia Pérez,2024,https://boxd.it/8hQZBN,3.5,,,2025-01-02
2025-01-05,Nosferatu,2024,https://boxd.it/8k1QMd,3.5,,cinema_2025,2025-01-04
2025-01-06,The Belko Experiment,2016,https://boxd.it/8l0niP,3.5,,,2025-01-05
2025-01-09,The Watchers,2024,https://boxd.it/8nFNK1,1.5,,,2025-01-08
2025-01-10,Interstellar,2014,https://boxd.it/8oY9ml,5,Yes,cinema_2025,2025-01-09
2025-01-11,Wild Tales,2014,https://boxd.it/8q1MUL,4,Yes,,2025-01-10
2025-01-12,Babygirl,2024,https://boxd.it/8qRy5D,4,,cinema_2025,2025-01-11
2025-01-13,DeBÍ TiRAR MáS FOToS,2025,https://boxd.it/8rCFgx,,,,2025-01-12
2025-01-13,The Making of The Substance,2025,https://boxd.it/8rFpLb,,,,2025-01-12
2025-01-13,Million Dollar Baby,2004,https://boxd.it/8sf7jZ,5,,,2025-01-12
